Company Name,,Operating as,Phone,Website,Region,Country,City,State/Province,Street address,Plant details,Number of Lines,Joint Venture Partner,,,,,,,,,,,,,
Nippon Sheet Glass,,,48 1 5832-3041,http://www.nsg.com/en,Europe,Poland,Sandomierz,,Portowa 24,,1,,,,,,,,,,,,,,
Nippon Sheet Glass,,,7 49 5980-5027,http://www.nsg.com/en,Europe,Russia,Moscow,,"Ramensky district, Moscow Region, 140125",,1,"Glasswall Capital, Rusnano and the European Bank for Reconstruction and Development",,,,,,,,,,,,,
Nippon Sheet Glass,,,44 01 7442-8882,http://www.nsg.com/en,Europe,United Kingdom,St. Helens,Merseyside,"Cowley Hill Works, Albert St, WA10 2RZ",,1,,,,,,,,,,,,,,
Nippon Sheet Glass,,,419-247-3201,http://www.nsg.com/en,North America,US,Rossford,OH,140 Dixie Highway,,2,,,,,,,,,,,,,,
Nippon Sheet Glass,,,910-276-5630,http://www.nsg.com/en,North America,US,Laurinburg,NC,13121 South Rocky Ford Road,,2,,,,,,,,,,,,,,
Nippon Sheet Glass,,,815-434-8048,http://www.nsg.com/en,North America,US,Ottawa,IL,300 20th Ave.,"The plant, which sustained damage due to a tornado in March 2017, resumed operations in December 2017. https://glassmagazine.com/news-item/commercial/nsgpilkington-reopen-ottawa-plant-month-1717314",1,,,,,,,,,,,,,,
Nippon Sheet Glass,,,84 2 4186-3701,http://www.nsg.com/en,Asia,Vietnam,Bac Ninh,,Phuong Lieu Bac,,1,,,,,,,,,,,,,,
Nippon Sheet Glass,,,84 8822-9156,http://www.nsg.com/en,Asia,Vietnam,Tan Thanh,Ba Ria-Vung Tau,My Xuan A IZ,"One line is operating, and one will be restarted in 2019, according to company officials.",2,,,,,,,,,,,,,,
Nippon Sheet Glass / Pilkington Italia,,Pilkington Italia,+(39)0415-3349-11,http://www.pilkington.com/en/global,Europe,Italy,Porto Marghera,,Via delle Industrie 46 Porto Marghera Venezia 30175,,1,,,,,,,,,,,,,,
Obeikan Float Glass,,,00966 5 5411-4487,http://www.obeikan.com.sa/glass-factory,Middle East,Saudi Arabia,Yanbu,,"Light Industrial Zone, Yanbu Al Sinaiyah",,1,,,,,,,,,,,,,,
Orient Industry Group Co. Ltd. (Orient Glass),,,86 532 6897-2626,http://www.orientin.com/about-us.asp,Asia,China,Huangdao,Shandong,,,2,,,,,,,,,,,,,,
PFG Building,,,01 1360-1000,http://www.pfg.co.za/,Africa,South Africa,Johannesburg,,"216 Industry Road, New Era Springs",,2,,,,,,,,,,,,,,
Phoenicia Flat Glass Industries,Line has ceased operations,,0 4641-0200,http://www.phoenicia-ltd.com/company-profile,Middle East,Israel,Nazareth Illit,,,,0,,,,,,,,,,,,,,
PHP Float Glass Industries,,,,http://demo.periscope-inc.com/PHPFamily/,Asia,Bangladesh,Chittagong,,,,1,,,,,,,,,,,,,,
PJSC Proletary,,,3806 4517-3638,"http://www.proletary.ua (Ukranian, for profile in English see   http://www.rada.com.ua/eng/catalog/17226/",Europe,Ukraine,Lysychansk,Lugansk,,,3,,,,,,,,,,,,,,
PT Muliaglass,,,62 2 1893-5728,http://www.muliaindustrindo.com/glass_float/,Asia,Indonesia,Bekasi,West Java,"Lemah Abang, Cikarang, Jl. Raya Tegal Gede, Cikarang Sel.",,3,,,,,,,,,,,,,,
Qinhuangdao Yaohua,,,86 33 5767-3534,http://www.yhgm.com.cn/english/index.asp,Asia,China,Qinhuangdao,,"No.141 YouYi Road Haigang District, Qinhuangdao, China",,15,,,,,,,,,,,,,,
Rider Glass Co.,,,+(86)5328-3873-000 ext 778,http://riderglass.com,Asia,China,Qingdao,Qingdao,"22F Yingdelong Tower, No. 15 West, Donghai Road 266071",Rider Glass reports 4 float lines. The precise locations of the lines have yet to be confirmed.,4,,,,,,,,,,,,,,
Sahand Industrial Group,,,+(98) 4132-4411-723,http://www.sig.co.ir/en/Home/Index,Middle East,Iran,Tabriz,,Akhola Road - 15 Km of Tabriz-Khosroshahr Road,,1,,,,,,,,,,,,,,
Saint-Gobain,,Vidrieria Argentina S.A,411 4239-5000,http://www.vasa.com.ar/,South America,Argentina,Lavallol,Buenos Aires,Antartida Argentina 1360,,1,NSG,,,,,,,,,,,,,
Saint-Gobain,,Cebrace Cristal Plano Ltda,55 12 3655-9000,http://www.cebrace.com.br/,South America,Brazil,Jacarei,Sao Paulo,,,3,NSG (Cebrace),,,,,,,,,,,,,
Saint-Gobain,,Cebrace Cristal Plano Ltda,55 12 3654-5000,http://www.cebrace.com.br/,South America,Brazil,Cacapava,Sao Paulo,,,1,NSG (Cebrace),,,,,,,,,,,,,
Saint-Gobain,,Cebrace Cristal Plano Ltda,55 47 3446-7000,http://www.cebrace.com.br/,South America,Brazil,Barra Velha,Santa Catarina,,,1,NSG (Cebrace),,,,,,,,,,,,,
Saint-Gobain,,,56 4120-1101,https://www.saint-gobain.com/en/brazil-argentina-chile,South America,Chile,Concepcion,,,,1,NSG,,,,,,,,,,,,,
Saint-Gobain,,,0532 8690-7788,https://www.saint-gobain.com/en/asia-pacific,Asia,China,Qingdao,Shandong,Huangdao District,,1,,,,,,,,,,,,,,
Saint-Gobain,,,57 1770-0777,http://www.saint-gobain.com.mx/colombia,South America,Colombia,Bogota,,,,1,NSG,,,,,,,,,,,,,
Saint-Gobain,,,26 2371-0465,https://www.saint-gobain.com/en/italy-egypt-greece-libya-and-turkey,Africa,Egypt,Ain El Sokhna,Suez Governorate,"Km 44 Suez Road, Ain El Sokhna, Suez Governorate, Egypt",,1,Sisecam,,,,,,,,,,,,,
Saint-Gobain,,,,https://www.saint-gobain.com/en/france,Europe,France,Salaise-sur-Sanne,,,,1,Riou,,,,,,,,,,,,,
Saint-Gobain,,,,https://www.saint-gobain.com/en/france,Europe,France,Chantereine,,60150 Thourotte,,1,,,,,,,,,,,,,,
Saint-Gobain,,,,https://www.saint-gobain.com/en/france,Europe,France,Aniche,,,"In May 2017, Saint-Gobain reopened the Aniche-Emerchicourt float plant after $34 million in improvements and repairs. 
https://glassmagazine.com/news-item/commercial/saint-gobain-reopens-aniche-emerchicourt-float-plant-northern-france-1716544",1,,,,,,,,,,,,,,
Saint-Gobain,,,49 240-6820,https://www.saint-gobain.com/en/central-europe,Europe,Germany,Herzogenrath,,"Glasstrasse 1, 52134",,1,,,,,,,,,,,,,,
Saint-Gobain,,,49 2203-8590,https://www.saint-gobain.com/en/central-europe,Europe,Germany,Cologne,,"Poststrasse 103, 51143",,1,,,,,,,,,,,,,,
Saint-Gobain,,,49 0240-2121-0,https://www.saint-gobain.com/en/central-europe,Europe,Germany,Stolberg,,"Nikolausstrasse 1, 52222",,1,,,,,,,,,,,,,,
Saint-Gobain,,,,https://www.saint-gobain.com/en/central-europe,Europe,Germany,Torgau,,,,1,,,,,,,,,,,,,,
Saint-Gobain,,,91 022 4021-2121,https://www.saint-gobain.com/en/india-sri-lanka-bangladesh,Asia,India,Chennai,Tamil Nadu,,Saint-Gobain announced the construction of a third line at the plant in January 2016. http://glassmagazine.com/news-item/commercial/saint-gobain-increase-capacity-india-float-plant-1614684,3,,,,,,,,,,,,,,
Saint-Gobain,,,91 022 4021-2121,https://www.saint-gobain.com/en/india-sri-lanka-bangladesh,Asia,India,Jhagadia,Gujarat,,,1,,,,,,,,,,,,,,
Saint-Gobain,,,91 022 4021-2121,https://www.saint-gobain.com/en/india-sri-lanka-bangladesh,Asia,India,Bhiwadi,Rajasthan,,,1,,,,,,,,,,,,,,
Saint-Gobain,,,,https://www.saint-gobain.com/en/italy-egypt-greece-libya-and-turkey,Europe,Italy,Pisa,,,,1,,,,,,,,,,,,,,
Saint-Gobain,,,52 73 5354-8100,http://mx.saint-gobain-glass.com/,North America,Mexico,Cuautla,Morelos,,,2,,,,,,,,,,,,,,
Saint-Gobain,,,482 2653-7900,https://www.saint-gobain.com/en/poland-romania-and-bulgaria,Europe,Poland,Dabrowa,,Szklanych Domow 1,,2,,,,,,,,,,,,,,
Saint-Gobain,,,003512 1953-4600,https://www.saint-gobain.com/en/spain-portugal-morocco-algeria-and-tunisia,Europe,Portugal,Santa Iria de Azoia,,"Estr. Nacional 10, 2696-652","This plant is no longer operating, according to company officials.",0,,,,,,,,,,,,,,
Saint-Gobain,,,482 2653-7900,https://www.saint-gobain.com/en/poland-romania-and-bulgaria,Europe,Romania,Calarasi,,"Str. Varianata Nord, nr 4 bis, 910053",,1,,,,,,,,,,,,,,
Saint-Gobain,,,785 5575-9146,https://www.saint-gobain.com/en/russia-ukraine-cis-countries,Europe,Russia,Yelabuga,Tatarstan,,,1,Sisecam,,,,,,,,,,,,,
Glenwood Private Equpity (formerly Saint-Gobain),,,826 3460-4114,https://www.saint-gobain.com/en/asia-pacific,Asia,South Korea,Gunsan,Jeollabuk-do,77 Soryong-dong,"Saint-Gobain completed the sale of Hankuk Glass Industries, the company’s construction glass activity in South Korea, to Glenwood Private Equity on Dec. 19, 2019",3,Hanglas,,,,,,,,,,,,,
Saint-Gobain,,,,https://www.saint-gobain.com/en/spain-portugal-morocco-algeria-and-tunisia,Europe,Spain,Aviles,Asturias,,,1,,,,,,,,,,,,,,
Saint-Gobain,,,,https://www.saint-gobain.com/en/spain-portugal-morocco-algeria-and-tunisia,Europe,Spain,L'Arboc,Tarragona,,,1,,,,,,,,,,,,,,
Saint-Gobain,,,44 19 7766-6100,http://uk.saint-gobain-glass.com/,Europe,United Kingdom,Eggborough,,"Weeland Rd, Goole, North Humberside DN14 0FD",,1,,,,,,,,,,,,,,
Salavatsteklo,,,734 7633-5251,http://www.salstek.ru/ [Russian only],Europe,Russia,Salavat,,,,1,,,,,,,,,,,,,,
Shandong Glass Goup,,,86 53 3358-4605,http://en.cnggg.cn/,Asia,China,Zibo,Shandong,,,8,,,,,,,,,,,,,,
Shanghai Yaohua Pilkington Glass Group Co. Ltd.,,,86 512 5229-7000,http://en.sypglass.com/,Asia,China,Suzhou,Jiangsu,"No.10 Xinggang Road, Changshu","As of 2018, Nippon Sheet Glass reduced shareholding in its joint ventures in China, according to company officials.",2,NSG,,,,,,,,,,,,,
Shanghai Yaohua Pilkington Glass Group Co. Ltd.,,,86 22 6320-3102,http://en.sypglass.com/,Asia,China,Tianjin,,,"As of 2018, Nippon Sheet Glass reduced shareholding in its joint ventures in China, according to company officials.",1,NSG,,,,,,,,,,,,,
Shanxi Lihu Glass Group Co. Ltd.,,,0086 35 1652-6615,http://www.lhglass.com.cn/ (Chinese only),Asia,China,Luliang,Shanxi,,,4,,,,,,,,,,,,,,
Shanxi Lihu Glass Group Co. Ltd.,,,0086 35 1652-6615,http://www.lhglass.com.cn/ (Chinese only),Asia,China,Taiyuan,Shanxi,,,2,,,,,,,,,,,,,,
Shenzhen Jimy Glass Co. Ltd.,,,0086 755 8934-0251,http://www.jimyglass.com/,Asia,China,Shenzhen,Guangdong,,,8,,,,,,,,,,,,,,
Shenzhen Sun Global Glass Co. Ltd.,,,0086 755 8472-5742,http://www.sunglobalglass.com/,Asia,China,Shenzhen,Guangdong,,,0,,,,,,,,,,,,,,
Sisecam,,,26 2371-0465,http://www.sisecam.com.tr/en/,,Egypt,Ain El Sokhna,Suez Governorate,"Km 44 Suez Road, Ain El Sokhna",,1,Saint-Gobain,,,,,,,,,,,,,
Sisecam (Trakya Cam Sanayii A.?.),,,91 26 7622-6400,http://www.hngfloat.com/,Asia,India,Halol,Gujarat,,"Trakya Cam Sanayii A.?., a Sisecam Group company, bought out HNG Float Glass in June 2018. https://glassmagazine.com/news-item/commercial/%C5%9Fi%C5%9Fecam-group-completes-buy-out-hng-float-glass-1818001",1,,,,,,,,,,,,,,
Sisecam (Trakya Cam),,,39 08 8458-0548,http://sangalligroup.com/en/home/,Europe,Italy,San Giorgio di Nogaro,,"Via Jacopo Linussio, 2, 33058","In 2016, ?i?ecam Group Member Trakya Cam Sanayii A.?. acquired the assets of Sangalli Vetro Porto Nogaro. http://glassmagazine.com/news-item/commercial/%C5%9Fi%C5%9Fecam-group-member-trakya-cam-sanayii-a%C5%9F-acquires-italian-manufacturer-161589",1,,,,,,,,,,,,,,
Sisecam (Trakya Cam),,,90 22 4280-1205,http://www.sisecam.com.tr/en/,Asia,Turkey,Yenisehir,Bursa,,,2,,,,,,,,,,,,,,
Sisecam (Trakya Cam),,,90 32 4676-4070,http://www.sisecam.com.tr/en/,Asia,Turkey,Mersin,,Mersin Tarsus Organize Sanayi Bolgesi,,2,,,,,,,,,,,,,,
Sisecam (Trakya Cam),,,90 28 8400-8000,http://www.sisecam.com.tr/en/,Europe,Turkey,Luleburgaz,Kirklareli,,,2,,,,,,,,,,,,,,
Sisecam (Trakya Cam),,,39 08 8458-0548,http://www.sisecam.com.tr/en,Europe,Italy,Manfredonia,,,Sisecam acquired the Sangalli Group’s Sangalli Manfredonia facilities in southern Italy in February. https://glassmagazine.com/news-item/commercial/%C5%9Fi%C5%9Fecam-moves-acquire-second-float-plant-italy-1817499,1,,,,,,,,,,,,,,
Sisecam (Trakya Glass Bulgaria EAD),,,359 6014-7801,http://www.sisecam.com.tr/en/,Europe,Bulgaria,Targovishte,,,,1,,,,,,,,,,,,,,
Sisecam (Trakya glass rus zao),,,785 5575-9146,http://www.sisecam.com.tr/en/ & https://www.saint-gobain.com/en/russia-ukraine-cis-countries,Europe,Russia,Yelabuga,Tatarstan,,,1,Saint-Gobain,,,,,,,,,,,,,
Sisecam (Trakya Polatl? Cam Sanayii A.S.),,,031 2626-5121,http://www.sisecam.com.tr/en/,Asia,Turkey,Polatli/Ankara,,,,1,,,,,,,,,,,,,,
Sphinx Glass,,,202 2525-8005,http://sphinxglass.com/en/Home,Africa,Egypt,Sadat City,Menoufeya,,,1,,,,,,,,,,,,,,
Taiwan Glass Group,,,886 2 2713-0333,http://www.taiwanglass.com/index.php?langeno=en,Asia,Taiwan,Taichung,,,,3,,,,,,,,,,,,,,
Taiwan Glass Group,,,886 2 2713-0333,http://www.taiwanglass.com/index.php?langeno=en,Asia,Taiwan,Lukang,,,,1,,,,,,,,,,,,,,
Taiwan Glass Group (Qingdao Float Glass Co. Ltd),,,86 532 8316-1177,http://www.taiwanglass.com/index.php?langeno=en,Asia,China,Qingdao,Shandong,,,1,,,,,,,,,,,,,,
Taiwan Glass Group (Taibo Changjiang Glass Co. Ltd. (CFG)),,,86 512 5744-0001,http://www.taiwanglass.com/index.php?langeno=en,Asia,China,Kunshan,Jiangsu,,,3,,,,,,,,,,,,,,
Taiwan Glass Group (TG Chengdu Glass Co. Ltd.),,,86 28 8366-7100,http://www.taiwanglass.com/index.php?langeno=en,Asia,China,Chengdu,Sichuan,,,1,,,,,,,,,,,,,,
Taiwan Glass Group (TG Donghai Glass Co. Ltd. (DHG)),,,86 518 8726-6866,http://www.taiwanglass.com/index.php?langeno=en,Asia,China,Donghai,Jiangsu,,,1,,,,,,,,,,,,,,
Taiwan Glass Group (TG Huanan Glass Co. Ltd),,,86 769 8884-1000,http://www.taiwanglass.com/index.php?langeno=en,Asia,China,Huanan,,,,2,,,,,,,,,,,,,,
Taiwan Glass Group (TG Tianjin Glass.Co. Ltd),,,86 22 6866-0077,http://www.taiwanglass.com/index.php?langeno=en,Asia,China,Jinghai,,Tianyu Technology Park,,1,,,,,,,,,,,,,,
Taiwan Glass Ind. Corp.,,,0227-1580-31,http://taiwanglass.com,Asia,Taiwan,Taipei,,"261, Sec. 3, Nanjing E. Road",Taiwan Glass Ind. Corp. reports 14 float lines. The precise locations of the lines have yet to be confirmed.,14,,,,,,,,,,,,,,
Tengzhou Glass Co.,,,86 63 2266-6766,http://www.tzjmglass.com/english/,Asia,China,Zaozhuang,Shandong,,,4,,,,,,,,,,,,,,
TQMP Glass Manufacturing Corp.,,,63 2628-3350,http://www.agc-flatglass.ph/,Asia,Philippines,Pasig City Manilla,Manila,,TQMP Glass Manufacturing Corp. acquired the plant from AGC Glass Co. in January. https://glassmagazine.com/news-item/commercial/filipino-glass-manufacturer-acquires-agc-flat-glass-philippines-inc-1817450,1,,,,,,,,,,,,,,
Turkmen Glass Products,,,+(993) 4444-627,http://www.tepe.com.tr/en/yatirim/project-archive/industrial-facilities-11-5-2018-18-10-17/turkmenistan-glass-and-glass-products-factory,Asia,Turkmenistan,Ashgabat,,,The new plant opened in February. https://glassmagazine.com/news-item/commercial/largest-float-glass-plant-central-asia-opens-turkmenistan-1817524,1,,,,,,,,,,,,,,
Viglacera Float Glass Co.,,,84 4 3553-6660,http://www.viglacera.com.vn/en/portal/product.php/home.html,Asia,Vietnam,Di An,Binh Duong,,,1,,,,,,,,,,,,,,
Viridian,,,61 18 0081 0403,http://www.viridianglass.com/Residential/Pages/default.aspx,Australia,Australia,Dandenong,Victoria,"95 Greens Rd, Dandenong South VIC 3175",,1,,,,,,,,,,,,,,
Vitro,,,52 81 8863-1600,http://www.vitro.com/en,North America,Mexico,Mexicali,Baja California,,Under repair. http://glassmagazine.com/article/commercial/vitro-announces-new-float-line-mexico-1614677,1,,,,,,,,,,,,,,
Vitro,,,52 81 8863-1600,http://www.vitro.com/en,North America,Mexico,Monterrey,Nuevo Leon,,,2,,,,,,,,,,,,,,
Vitro Architectural Glass,,,717-486-3366,http://corporate.ppg.com/Home.aspx,North America,US,Carlisle,PA,400 Park Drive,"Vitro restarted line 1 at this facility after the line experienced a glass leak in August 2017. 
https://glassmagazine.com/news-item/commercial/vitro-restarts-shuttered-float-line-will-unveil-msvd-coater-1818174",2,,,,,,,,,,,,,,
Vitro Architectural Glass,,,559-485-4660,http://corporate.ppg.com/Home.aspx,North America,US,Fresno,CA,3333 South Peach Ave.,"In 2016, Vitro purchased the flat glass business of PPG Industries, including all float glass operations. http://glassmagazine.com/news-item/commercial/updated-ppg-reaches-agreement-vitro-sale-flat-glass-operations-1615369",1,,,,,,,,,,,,,,
Vitro Architectural Glass,,,940-855-3804,http://corporate.ppg.com/Home.aspx,North America,US,Wichita Falls,TX,7400 Central Freeway North,Vitro launched its new MSVD coater at this facility in August. https://glassmagazine.com/news-item/commercial/vitro-glass-launches-operations-jumbo-msvd-coater-wichita-falls-1818220,2,,,,,,,,,,,,,,
Vitro Architectural Glass,,,814-336-4411,http://www.vitro.com/en,North America,US,Meadville,PA,Kebert Industrial Park,"In 2016, Vitro acquired the Pittsburgh Glass Works LLC automotive original equipment manufacturer glass business from LKQ Corp. for approximately $310 million. The deal included PGW's two float glass furnaces in the United States. https://glassmagazine.co",2,,,,,,,,,,,,,,
Wuhan Changli Glass Co. Ltd.,,,,,Asia,China,Wuhan,Hubei,,,4,,,,,,,,,,,,,,
Xinyi Glass,,,86 769 8526-6666,http://www.xinyiglass.com/en/about_zgs.asp?id=4,Asia,China,Humen,Guangdong,,,4,,,,,,,,,,,,,,
Xinyi Glass,,,86 55 3589-9999,http://www.xinyiglass.com/en/about_zgs.asp?id=5,Asia,China,Wuhu,Anhui,Wuhu Economic and Technical Development Zone,,4,,,,,,,,,,,,,,
Xinyi Glass,,,86 22 8215-9888,http://www.xinyiglass.com/en/about_zgs.asp?id=6,Asia,China,Wuqing,Tianjin,Wuqing Development Zone,,3,,,,,,,,,,,,,,
Xinyi Glass,,,86 75 0379-8888,http://www.xinyiglass.com/en/about_zgs.asp?id=7,Asia,China,Jiangmen,Guangdong,,,3,,,,,,,,,,,,,,
Xinyi Glass,,,86 41 7820-1111,http://www.xinyiglass.com/en/about_zgs.asp?id=23,Asia,China,Yingkou,Liaoning,Yingkou Economic and Technical Development Zone,,2,,,,,,,,,,,,,,
Xinyi Glass,,,86 838 8506-9386,http://www.xinyiglass.com/en/about_zgs.asp?id=27,Asia,China,Deyang,Sichuan,Deyang Economic and Technical Development Zone,,1,,,,,,,,,,,,,,
Zhejiang Daming Glass Co.,,,86 0571 2286-2751,http://www.damingglass.com/en/index.php,Asia,China,Jiaxing,Zhejiang,,,2,,,,,,,,,,,,,,
,,,,,,,,,,,451,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
